Equipo,Juegos,Año,Medalla_Oro
Bohemia-3,1912 Verano,1912-01-01,0
Bohemia/Great Britain,1900 Verano,1900-01-01,0
Bolivia,1936 Verano,1936-01-01,0
Bolivia,1956 Invierno,1956-01-01,0
Bolivia,1964 Verano,1964-01-01,0
Bolivia,1968 Verano,1968-01-01,0
Bolivia,1972 Verano,1972-01-01,0
Bolivia,1976 Verano,1976-01-01,0
Bolivia,1980 Invierno,1980-01-01,0
Bolivia,1984 Invierno,1984-01-01,0
Bolivia,1984 Verano,1984-01-01,0
Bolivia,1988 Invierno,1988-01-01,0
Bolivia,1988 Verano,1988-01-01,0
Bolivia,1992 Invierno,1992-01-01,0
Bolivia,1992 Verano,1992-01-01,0
Bolivia,1996 Verano,1996-01-01,0
Bolivia,2000 Verano,2000-01-01,0
Bolivia,2004 Verano,2004-01-01,0
Bolivia,2008 Verano,2008-01-01,0
Bolivia,2012 Verano,2012-01-01,0
Bolivia,2016 Verano,2016-01-01,0
Bona Fide,1900 Verano,1900-01-01,3
Bonaparte,2008 Verano,2008-01-01,1
Bonzo,1924 Verano,1924-01-01,0
Boreas,1960 Verano,1960-01-01,0
Boreas-2,1920 Verano,1920-01-01,0
Bosnia and Herzegovina,1992 Verano,1992-01-01,0
Bosnia and Herzegovina,1994 Invierno,1994-01-01,0
Bosnia and Herzegovina,1996 Verano,1996-01-01,0
Bosnia and Herzegovina,1998 Invierno,1998-01-01,0
Bosnia and Herzegovina,2000 Verano,2000-01-01,0
Bosnia and Herzegovina,2002 Invierno,2002-01-01,0
Bosnia and Herzegovina,2004 Verano,2004-01-01,0
Bosnia and Herzegovina,2006 Invierno,2006-01-01,0
Bosnia and Herzegovina,2008 Verano,2008-01-01,0
Bosnia and Herzegovina,2010 Invierno,2010-01-01,0
Bosnia and Herzegovina,2012 Verano,2012-01-01,0
Bosnia and Herzegovina,2014 Invierno,2014-01-01,0
Bosnia and Herzegovina,2016 Verano,2016-01-01,0
Bosnia and Herzegovina,2020 Verano,2020-01-01,0
Boston Archers,1904 Verano,1904-01-01,0
Botswana,1980 Verano,1980-01-01,0
Botswana,1984 Verano,1984-01-01,0
Botswana,1988 Verano,1988-01-01,0
Botswana,1992 Verano,1992-01-01,0
Botswana,1996 Verano,1996-01-01,0
Botswana,2000 Verano,2000-01-01,0
Botswana,2004 Verano,2004-01-01,0
Botswana,2008 Verano,2008-01-01,0
Botswana,2012 Verano,2012-01-01,0
Botswana,2016 Verano,2016-01-01,0
Botswana,2020 Verano,2020-01-01,0
Brandenburg,1936 Verano,1936-01-01,0
Brat,1920 Verano,1920-01-01,0
Brazil,1900 Verano,1900-01-01,0
Brazil,1920 Verano,1920-01-01,1
Brazil,1924 Verano,1924-01-01,0
Brazil,1932 Verano,1932-01-01,0
Brazil,1936 Verano,1936-01-01,0
Brazil,1948 Verano,1948-01-01,0
Brazil,1952 Verano,1952-01-01,1
Brazil,1956 Verano,1956-01-01,1
Brazil,1960 Verano,1960-01-01,0
Brazil,1964 Verano,1964-01-01,0
Brazil,1968 Verano,1968-01-01,0
Brazil,1972 Verano,1972-01-01,0
Brazil,1976 Verano,1976-01-01,0
Brazil,1980 Verano,1980-01-01,4
Brazil,1984 Verano,1984-01-01,1
Brazil,1988 Verano,1988-01-01,1
Brazil,1992 Invierno,1992-01-01,0
Brazil,1992 Verano,1992-01-01,13
Brazil,1994 Invierno,1994-01-01,0
Brazil,1996 Verano,1996-01-01,3
Brazil,1998 Invierno,1998-01-01,0
Brazil,2000 Verano,2000-01-01,0
Brazil,2002 Invierno,2002-01-01,0
Brazil,2004 Verano,2004-01-01,16
Brazil,2006 Invierno,2006-01-01,0
Brazil,2008 Verano,2008-01-01,14
Brazil,2010 Invierno,2010-01-01,0
Brazil,2012 Verano,2012-01-01,14
Brazil,2014 Invierno,2014-01-01,0
Brazil,2016 Verano,2016-01-01,34
Brazil,2020 Verano,2020-01-01,32
Brazil-1,1996 Verano,1996-01-01,2
Brazil-1,2000 Verano,2000-01-01,0
Brazil-1,2004 Verano,2004-01-01,2
Brazil-1,2008 Verano,2008-01-01,0
Brazil-1,2012 Verano,2012-01-01,0
Brazil-1,2016 Verano,2016-01-01,2
Brazil-2,1996 Verano,1996-01-01,0
Brazil-2,2000 Verano,2000-01-01,0
Brazil-2,2004 Verano,2004-01-01,0
Brazil-2,2008 Verano,2008-01-01,0
Brazil-2,2012 Verano,2012-01-01,0
Brazil-2,2016 Verano,2016-01-01,0
Bremen,1936 Verano,1936-01-01,0
Brentina,2008 Verano,2008-01-01,0
Breslau,1936 Verano,1936-01-01,0
Briar,2008 Verano,2008-01-01,0
Brigantia,1964 Verano,1964-01-01,0
British Virgin Islands,1984 Invierno,1984-01-01,0
British Virgin Islands,1984 Verano,1984-01-01,0
British Virgin Islands,1988 Verano,1988-01-01,0
British Virgin Islands,1992 Verano,1992-01-01,0
British Virgin Islands,1996 Verano,1996-01-01,0
British Virgin Islands,2000 Verano,2000-01-01,0
British Virgin Islands,2004 Verano,2004-01-01,0
British Virgin Islands,2008 Verano,2008-01-01,0
British Virgin Islands,2012 Verano,2012-01-01,0
British Virgin Islands,2014 Invierno,2014-01-01,0
British Virgin Islands,2016 Verano,2016-01-01,0
Bronia,1960 Verano,1960-01-01,0
Brunei,1996 Verano,1996-01-01,0
Brunei,2000 Verano,2000-01-01,0
Brunei,2004 Verano,2004-01-01,0
Brunei,2012 Verano,2012-01-01,0
Brunei,2016 Verano,2016-01-01,0
Brussels Swimming and Water Polo Club,1900 Verano,1900-01-01,0
Brynhild-2,1900 Verano,1900-01-01,0
Bu III,1952 Verano,1952-01-01,0
Bucintoro Venezia,1906 Verano,1906-01-01,8
Bucintoro Venezia-1,1906 Verano,1906-01-01,3
Bulgaria,1924 Verano,1924-01-01,0
Bulgaria,1928 Verano,1928-01-01,0
Bulgaria,1932 Verano,1932-01-01,0
Bulgaria,1936 Invierno,1936-01-01,0
Bulgaria,1936 Verano,1936-01-01,0
Bulgaria,1948 Invierno,1948-01-01,0
Bulgaria,1952 Invierno,1952-01-01,0
Bulgaria,1952 Verano,1952-01-01,0
Bulgaria,1956 Invierno,1956-01-01,0
Bulgaria,1956 Verano,1956-01-01,1
Bulgaria,1960 Invierno,1960-01-01,0
Bulgaria,1960 Verano,1960-01-01,1
Bulgaria,1964 Invierno,1964-01-01,0
Bulgaria,1964 Verano,1964-01-01,3
Bulgaria,1968 Invierno,1968-01-01,0
Bulgaria,1968 Verano,1968-01-01,2
Bulgaria,1972 Invierno,1972-01-01,0
Bulgaria,1972 Verano,1972-01-01,6
Bulgaria,1976 Invierno,1976-01-01,0
Bulgaria,1976 Verano,1976-01-01,8
Bulgaria,1980 Invierno,1980-01-01,0
Bulgaria,1980 Verano,1980-01-01,8
Bulgaria,1984 Invierno,1984-01-01,0
Bulgaria,1988 Invierno,1988-01-01,0
Bulgaria,1988 Verano,1988-01-01,10
Bulgaria,1992 Invierno,1992-01-01,0
Bulgaria,1992 Verano,1992-01-01,3
Bulgaria,1994 Invierno,1994-01-01,0
Bulgaria,1996 Verano,1996-01-01,3
Bulgaria,1998 Invierno,1998-01-01,1
Bulgaria,2000 Verano,2000-01-01,5
Bulgaria,2002 Invierno,2002-01-01,0
Bulgaria,2004 Verano,2004-01-01,2
Bulgaria,2006 Invierno,2006-01-01,0
Bulgaria,2008 Verano,2008-01-01,1
Bulgaria,2010 Invierno,2010-01-01,0
Bulgaria,2012 Verano,2012-01-01,0
Bulgaria,2014 Invierno,2014-01-01,0
Bulgaria,2016 Verano,2016-01-01,0
Bulgaria,2020 Verano,2020-01-01,0
Bulgaria-1,1988 Invierno,1988-01-01,0
Bulgaria-1,1992 Invierno,1992-01-01,0
Bulgaria-1,1992 Verano,1992-01-01,0
Bulgaria-2,1988 Invierno,1988-01-01,0
Bulgaria-2,1992 Invierno,1992-01-01,0
Bulgaria-2,1992 Verano,1992-01-01,0
Buraddoo,1956 Verano,1956-01-01,0
Buraddoo,1960 Verano,1960-01-01,0
Burevestnik,1952 Verano,1952-01-01,0
Burkina Faso,1972 Verano,1972-01-01,0
Burkina Faso,1988 Verano,1988-01-01,0
Burkina Faso,1992 Verano,1992-01-01,0
Burkina Faso,1996 Verano,1996-01-01,0
Burkina Faso,2000 Verano,2000-01-01,0
Burkina Faso,2004 Verano,2004-01-01,0
Burkina Faso,2008 Verano,2008-01-01,0
Burkina Faso,2012 Verano,2012-01-01,0
Burkina Faso,2016 Verano,2016-01-01,0
Burkina Faso,2020 Verano,2020-01-01,0
Burundi,1996 Verano,1996-01-01,1
Burundi,2000 Verano,2000-01-01,0
Burundi,2004 Verano,2004-01-01,0
Burundi,2008 Verano,2008-01-01,0
Burundi,2012 Verano,2012-01-01,0
Burundi,2016 Verano,2016-01-01,0
Burundi,2020 Verano,2020-01-01,0
Buscape II,1948 Verano,1948-01-01,0
Bylina-2,1912 Verano,1912-01-01,0
C.V.A.-14,1900 Verano,1900-01-01,0
C.V.A.-7,1900 Verano,1900-01-01,0
Calcinhas,1960 Verano,1960-01-01,0
Calimucho,2008 Verano,2008-01-01,0
Calypse II,1960 Verano,1960-01-01,0
Cambodia,1956 Verano,1956-01-01,0
Cambodia,1964 Verano,1964-01-01,0
Cambodia,1972 Verano,1972-01-01,0
Cambodia,1996 Verano,1996-01-01,0
Cambodia,2000 Verano,2000-01-01,0
Cambodia,2004 Verano,2004-01-01,0
Cambodia,2008 Verano,2008-01-01,0
Cambodia,2012 Verano,2012-01-01,0
Cambodia,2016 Verano,2016-01-01,0
Cambodia,2020 Verano,2020-01-01,0
Cambria,1964 Verano,1964-01-01,0
Cambridge University Boat Club-2,1908 Verano,1908-01-01,0
Camelia,1928 Verano,1928-01-01,0
Cameroon,1964 Verano,1964-01-01,0
Cameroon,1968 Verano,1968-01-01,0
Cameroon,1972 Verano,1972-01-01,0
Cameroon,1976 Verano,1976-01-01,0
Cameroon,1980 Verano,1980-01-01,0
Cameroon,1984 Verano,1984-01-01,0
Cameroon,1988 Verano,1988-01-01,0
Cameroon,1992 Verano,1992-01-01,0
Cameroon,1996 Verano,1996-01-01,0
Cameroon,2000 Verano,2000-01-01,18
Cameroon,2002 Invierno,2002-01-01,0
Cameroon,2004 Verano,2004-01-01,1
Cameroon,2008 Verano,2008-01-01,1
Cameroon,2012 Verano,2012-01-01,0
Cameroon,2016 Verano,2016-01-01,0
Cameroon,2020 Verano,2020-01-01,0
Camille,1908 Verano,1908-01-01,1
Canada,1900 Verano,1900-01-01,1
Canada,1904 Verano,1904-01-01,2
Canada,1906 Verano,1906-01-01,1
Canada,1908 Verano,1908-01-01,14
Canada,1912 Verano,1912-01-01,3
Canada,1920 Verano,1920-01-01,10
Canada,1924 Invierno,1924-01-01,9
Canada,1924 Verano,1924-01-01,0
Canada,1928 Invierno,1928-01-01,12
Canada,1928 Verano,1928-01-01,7
Canada,1932 Invierno,1932-01-01,14
Canada,1932 Verano,1932-01-01,2
Canada,1936 Invierno,1936-01-01,0
Canada,1936 Verano,1936-01-01,1
Canada,1948 Invierno,1948-01-01,13
Canada,1948 Verano,1948-01-01,0
Canada,1952 Invierno,1952-01-01,16
Canada,1952 Verano,1952-01-01,1
Canada,1956 Invierno,1956-01-01,0
Canada,1956 Verano,1956-01-01,5
Canada,1960 Invierno,1960-01-01,1
Canada,1960 Verano,1960-01-01,0
Canada,1964 Invierno,1964-01-01,0
Canada,1964 Verano,1964-01-01,2
Canada,1968 Invierno,1968-01-01,1
Canada,1968 Verano,1968-01-01,3
Canada,1972 Invierno,1972-01-01,0
Canada,1972 Verano,1972-01-01,0
Canada,1976 Invierno,1976-01-01,1
Canada,1976 Verano,1976-01-01,0
Canada,1980 Invierno,1980-01-01,0
Canada,1984 Invierno,1984-01-01,2
Canada,1984 Verano,1984-01-01,19
Canada,1988 Invierno,1988-01-01,0
Canada,1988 Verano,1988-01-01,4
Canada,1992 Invierno,1992-01-01,5
Canada,1992 Verano,1992-01-01,27
Canada,1994 Invierno,1994-01-01,3
Canada,1996 Verano,1996-01-01,8
Canada,1998 Invierno,1998-01-01,12
Canada,2000 Verano,2000-01-01,4
Canada,2002 Invierno,2002-01-01,50
Canada,2004 Verano,2004-01-01,3
Canada,2006 Invierno,2006-01-01,30
Canada,2008 Verano,2008-01-01,11
Canada,2010 Invierno,2010-01-01,63
Canada,2012 Verano,2012-01-01,1
Canada,2014 Invierno,2014-01-01,57
Canada,2016 Verano,2016-01-01,4
Canada,2020 Verano,2020-01-01,4
Canada-1,1932 Invierno,1932-01-01,0
Canada-1,1936 Invierno,1936-01-01,0
Canada-1,1956 Invierno,1956-01-01,0
Canada-1,1960 Invierno,1960-01-01,2
Canada-1,1964 Invierno,1964-01-01,4
Canada-1,1968 Invierno,1968-01-01,0
Canada-1,1972 Invierno,1972-01-01,0
Canada-1,1976 Invierno,1976-01-01,0
Canada-1,1980 Invierno,1980-01-01,0
Canada-1,1984 Invierno,1984-01-01,0
Canada-1,1988 Invierno,1988-01-01,0
Canada-1,1992 Invierno,1992-01-01,0
Canada-1,1992 Verano,1992-01-01,0
Canada-1,1994 Invierno,1994-01-01,0
Canada-1,1996 Verano,1996-01-01,0
Canada-1,1998 Invierno,1998-01-01,2
Canada-1,2000 Verano,2000-01-01,0
Canada-1,2002 Invierno,2002-01-01,2
Canada-1,2004 Verano,2004-01-01,0
Canada-1,2006 Invierno,2006-01-01,0
Canada-1,2010 Invierno,2010-01-01,4
Canada-1,2014 Invierno,2014-01-01,2
Canada-1,2016 Verano,2016-01-01,0
Canada-2,1932 Invierno,1932-01-01,0
Canada-2,1936 Invierno,1936-01-01,0
Canada-2,1956 Invierno,1956-01-01,0
Canada-2,1960 Invierno,1960-01-01,0
Canada-2,1964 Invierno,1964-01-01,0
Canada-2,1968 Invierno,1968-01-01,0
Canada-2,1972 Invierno,1972-01-01,0
Canada-2,1976 Invierno,1976-01-01,0
Canada-2,1980 Invierno,1980-01-01,0
Canada-2,1984 Invierno,1984-01-01,0
Canada-2,1988 Invierno,1988-01-01,0
Canada-2,1992 Invierno,1992-01-01,0
Canada-2,1992 Verano,1992-01-01,0
Canada-2,1994 Invierno,1994-01-01,0
Canada-2,1996 Verano,1996-01-01,0
Canada-2,1998 Invierno,1998-01-01,0
Canada-2,2000 Verano,2000-01-01,0
Canada-2,2002 Invierno,2002-01-01,0
Canada-2,2004 Verano,2004-01-01,0
Canada-2,2006 Invierno,2006-01-01,0
Canada-2,2010 Invierno,2010-01-01,0
Canada-2,2014 Invierno,2014-01-01,0
Canada-2,2016 Verano,2016-01-01,0
Canada-3,1964 Invierno,1964-01-01,0
Canada-3,1984 Invierno,1984-01-01,0
Canada-3,1988 Invierno,1988-01-01,0
Canada-3,1992 Invierno,1992-01-01,0
Canada-3,1994 Invierno,1994-01-01,0
Canada-3,2002 Invierno,2002-01-01,0
Canada-3,2014 Invierno,2014-01-01,0
Canopus,1956 Verano,1956-01-01,0
Canopus,1960 Verano,1960-01-01,0
Cape Verde,1996 Verano,1996-01-01,0
Cape Verde,2000 Verano,2000-01-01,0
Cape Verde,2004 Verano,2004-01-01,0
Cape Verde,2008 Verano,2008-01-01,0
Cape Verde,2012 Verano,2012-01-01,0
Cape Verde,2016 Verano,2016-01-01,0
Cape Verde,2020 Verano,2020-01-01,0
Caprice,1932 Verano,1932-01-01,0
Carabinier-15,1900 Verano,1900-01-01,1
Carabinier-5,1900 Verano,1900-01-01,0
Cayman Islands,1976 Verano,1976-01-01,0
Cayman Islands,1984 Verano,1984-01-01,0
Cayman Islands,1988 Verano,1988-01-01,0
Cayman Islands,1992 Verano,1992-01-01,0
Cayman Islands,1996 Verano,1996-01-01,0
Cayman Islands,2000 Verano,2000-01-01,0
Cayman Islands,2004 Verano,2004-01-01,0
Cayman Islands,2008 Verano,2008-01-01,0
Cayman Islands,2010 Invierno,2010-01-01,0
Cayman Islands,2012 Verano,2012-01-01,0
Cayman Islands,2014 Invierno,2014-01-01,0
Cayman Islands,2016 Verano,2016-01-01,0
Central African Republic,1968 Verano,1968-01-01,0
Central African Republic,1984 Verano,1984-01-01,0
Central African Republic,1988 Verano,1988-01-01,0
Central African Republic,1992 Verano,1992-01-01,0
Central African Republic,1996 Verano,1996-01-01,0
Central African Republic,2000 Verano,2000-01-01,0
Central African Republic,2004 Verano,2004-01-01,0
Central African Republic,2008 Verano,2008-01-01,0
Central African Republic,2012 Verano,2012-01-01,0
Central African Republic,2016 Verano,2016-01-01,0
Central African Republic,2020 Verano,2020-01-01,0
"Central Turnverein, Chicago",1904 Verano,1904-01-01,0
Century Boat Club-1,1904 Verano,1904-01-01,4
Cercle Nautique de Reims-4,1900 Verano,1900-01-01,0
Cercle de l'Aviron Roubaix-4,1900 Verano,1900-01-01,5
Ceres II,1948 Verano,1948-01-01,0
Cha-Cha III,1960 Verano,1960-01-01,0
Chad,1964 Verano,1964-01-01,0
Chad,1968 Verano,1968-01-01,0
Chad,1972 Verano,1972-01-01,0
Chad,1984 Verano,1984-01-01,0
Chad,1988 Verano,1988-01-01,0
Chad,1992 Verano,1992-01-01,0
Chad,1996 Verano,1996-01-01,0
Chad,2000 Verano,2000-01-01,0
Chad,2004 Verano,2004-01-01,0
Chad,2008 Verano,2008-01-01,0
Chad,2012 Verano,2012-01-01,0
Chad,2016 Verano,2016-01-01,0
Chaje II,1964 Verano,1964-01-01,0
Chamukina,1960 Verano,1960-01-01,0
Chance,1948 Verano,1948-01-01,0
Chicago Archers,1904 Verano,1904-01-01,0
Chicago Athletic Association,1904 Verano,1904-01-01,0
Chicago Athletic Association-2,1904 Verano,1904-01-01,0
Chile,1912 Verano,1912-01-01,0
Chile,1920 Verano,1920-01-01,0
Chile,1924 Verano,1924-01-01,0
Chile,1928 Verano,1928-01-01,0
Chile,1936 Verano,1936-01-01,0
Chile,1948 Invierno,1948-01-01,0
Chile,1948 Verano,1948-01-01,0
Chile,1952 Invierno,1952-01-01,0
Chile,1952 Verano,1952-01-01,0
Chile,1956 Invierno,1956-01-01,0
Chile,1956 Verano,1956-01-01,0
Chile,1960 Invierno,1960-01-01,0
Chile,1960 Verano,1960-01-01,0
Chile,1964 Invierno,1964-01-01,0
Chile,1964 Verano,1964-01-01,0
Chile,1968 Invierno,1968-01-01,0
Chile,1968 Verano,1968-01-01,0
Chile,1972 Verano,1972-01-01,0
Chile,1976 Invierno,1976-01-01,0
Chile,1976 Verano,1976-01-01,0
Chile,1984 Invierno,1984-01-01,0
Chile,1984 Verano,1984-01-01,0
Chile,1988 Invierno,1988-01-01,0
Chile,1988 Verano,1988-01-01,0
Chile,1992 Invierno,1992-01-01,0
Chile,1992 Verano,1992-01-01,0
Chile,1994 Invierno,1994-01-01,0
Chile,1996 Verano,1996-01-01,0
Chile,1998 Invierno,1998-01-01,0
Chile,2000 Verano,2000-01-01,0
Chile,2002 Invierno,2002-01-01,0
Chile,2004 Verano,2004-01-01,3
Chile,2006 Invierno,2006-01-01,0
Chile,2008 Verano,2008-01-01,0
Chile,2010 Invierno,2010-01-01,0
Chile,2012 Verano,2012-01-01,0
Chile,2014 Invierno,2014-01-01,0
Chile,2016 Verano,2016-01-01,0
Chile,2020 Verano,2020-01-01,2
China,1932 Verano,1932-01-01,0
China,1936 Verano,1936-01-01,0
China,1948 Verano,1948-01-01,0
China,1952 Verano,1952-01-01,0
China,1980 Invierno,1980-01-01,0
China,1984 Invierno,1984-01-01,0
China,1984 Verano,1984-01-01,24
China,1988 Invierno,1988-01-01,0
China,1988 Verano,1988-01-01,4
China,1992 Invierno,1992-01-01,0
China,1992 Verano,1992-01-01,14
China,1994 Invierno,1994-01-01,0
China,1996 Verano,1996-01-01,13
China,1998 Invierno,1998-01-01,0
China,2000 Verano,2000-01-01,31
China,2002 Invierno,2002-01-01,2
China,2004 Verano,2004-01-01,42
China,2006 Invierno,2006-01-01,2
China,2008 Verano,2008-01-01,72
China,2010 Invierno,2010-01-01,7
China,2012 Verano,2012-01-01,50
China,2014 Invierno,2014-01-01,3
China,2016 Verano,2016-01-01,44
China-1,1988 Verano,1988-01-01,2
China-1,1992 Verano,1992-01-01,2
China-1,1996 Verano,1996-01-01,2
China-1,2000 Verano,2000-01-01,2
China-1,2002 Invierno,2002-01-01,0
China-1,2004 Verano,2004-01-01,8
China-1,2006 Invierno,2006-01-01,0
China-1,2008 Verano,2008-01-01,2
China-1,2010 Invierno,2010-01-01,2
China-1,2012 Verano,2012-01-01,6
China-1,2014 Invierno,2014-01-01,0
China-1,2016 Verano,2016-01-01,2
China-2,1988 Verano,1988-01-01,0
China-2,1992 Verano,1992-01-01,2
China-2,1996 Verano,1996-01-01,4
China-2,2000 Verano,2000-01-01,6
China-2,2002 Invierno,2002-01-01,0
China-2,2004 Verano,2004-01-01,2
China-2,2006 Invierno,2006-01-01,0
China-2,2008 Verano,2008-01-01,0
China-2,2010 Invierno,2010-01-01,0
China-2,2012 Verano,2012-01-01,0
China-2,2014 Invierno,2014-01-01,0
China-2,2016 Verano,2016-01-01,0
China-3,2002 Invierno,2002-01-01,0
China-3,2006 Invierno,2006-01-01,0
China-3,2008 Verano,2008-01-01,0
China-3,2010 Invierno,2010-01-01,0
Chinese Taipei,1956 Verano,1956-01-01,0
Chinese Taipei,1960 Verano,1960-01-01,0
Chinese Taipei,1964 Verano,1964-01-01,0
Chinese Taipei,1968 Verano,1968-01-01,0
Chinese Taipei,1972 Invierno,1972-01-01,0
Chinese Taipei,1972 Verano,1972-01-01,0
Chinese Taipei,1976 Invierno,1976-01-01,0
Chinese Taipei,1984 Invierno,1984-01-01,0
Chinese Taipei,1984 Verano,1984-01-01,0
Chinese Taipei,1988 Invierno,1988-01-01,0
Chinese Taipei,1988 Verano,1988-01-01,0
Chinese Taipei,1992 Invierno,1992-01-01,0
Chinese Taipei,1992 Verano,1992-01-01,0
Chinese Taipei,1994 Invierno,1994-01-01,0
Chinese Taipei,1996 Verano,1996-01-01,0
Chinese Taipei,1998 Invierno,1998-01-01,0
Chinese Taipei,2000 Verano,2000-01-01,0
Chinese Taipei,2002 Invierno,2002-01-01,0
Chinese Taipei,2004 Verano,2004-01-01,2
Chinese Taipei,2006 Invierno,2006-01-01,0
Chinese Taipei,2008 Verano,2008-01-01,0
Chinese Taipei,2010 Invierno,2010-01-01,0
Chinese Taipei,2012 Verano,2012-01-01,0
Chinese Taipei,2014 Invierno,2014-01-01,0
Chinese Taipei,2016 Verano,2016-01-01,1
Chinese Taipei,2020 Verano,2020-01-01,0
Chinese Taipei-1,1984 Invierno,1984-01-01,0
Chinese Taipei-1,1988 Invierno,1988-01-01,0
Chinese Taipei-1,1988 Verano,1988-01-01,0
Chinese Taipei-1,1996 Verano,1996-01-01,0
Chinese Taipei-1,2000 Verano,2000-01-01,0
Chinese Taipei-2,1984 Invierno,1984-01-01,0
Chinese Taipei-2,1988 Invierno,1988-01-01,0
Chinese Taipei-2,1988 Verano,1988-01-01,0
Chinese Taipei-2,1996 Verano,1996-01-01,0
Chinese Taipei-2,2000 Verano,2000-01-01,0
Chok,1960 Verano,1960-01-01,0
Christian Brothers' College-1,1904 Verano,1904-01-01,0
Chuckles,1956 Verano,1956-01-01,0
Cicely-1,1900 Verano,1900-01-01,1
Cinara-13,1900 Verano,1900-01-01,0
Cincinnati Archers,1904 Verano,1904-01-01,4
Ciocca,1952 Verano,1952-01-01,0
Ciocca II,1948 Verano,1948-01-01,0
Ciocca III,1960 Verano,1960-01-01,0
Circus,1960 Verano,1960-01-01,0
Ciss,1924 Verano,1924-01-01,0
Clearwater,2008 Verano,2008-01-01,0
Clementine V,1964 Verano,1964-01-01,0
Club Nautique de Dieppe-5,1900 Verano,1900-01-01,0
Club Nautique de Franais-1,1900 Verano,1900-01-01,0
Club Nautique de Lyon-2,1900 Verano,1900-01-01,0
Cobweb-1,1908 Verano,1908-01-01,5
Colette-10,1900 Verano,1900-01-01,0
Colette-12,1900 Verano,1900-01-01,0
Colombia,1932 Verano,1932-01-01,0
Colombia,1936 Verano,1936-01-01,0
Colombia,1948 Verano,1948-01-01,0
Colombia,1956 Verano,1956-01-01,0
Colombia,1960 Verano,1960-01-01,0
Colombia,1964 Verano,1964-01-01,0
Colombia,1968 Verano,1968-01-01,0
Colombia,1972 Verano,1972-01-01,0
Colombia,1976 Verano,1976-01-01,0
Colombia,1980 Verano,1980-01-01,0
Colombia,1984 Verano,1984-01-01,0
Colombia,1988 Verano,1988-01-01,0
Colombia,1992 Verano,1992-01-01,0
Colombia,1996 Verano,1996-01-01,0
Colombia,2000 Verano,2000-01-01,1
Colombia,2004 Verano,2004-01-01,0
Colombia,2008 Verano,2008-01-01,0
Colombia,2010 Invierno,2010-01-01,0
Colombia,2012 Verano,2012-01-01,1
Colombia,2016 Verano,2016-01-01,3
Colombia,2020 Verano,2020-01-01,3
Comanche,1952 Verano,1952-01-01,0
Combine,1960 Verano,1960-01-01,0
Comoros,1996 Verano,1996-01-01,0
Comoros,2000 Verano,2000-01-01,0
Comoros,2004 Verano,2004-01-01,0
Comoros,2008 Verano,2008-01-01,0
Comoros,2012 Verano,2012-01-01,0
Comoros,2016 Verano,2016-01-01,0
Compigne Polo Club,1900 Verano,1900-01-01,0
Complex II,1952 Verano,1952-01-01,4
"Concordia Turnverein, St Louis",1904 Verano,1904-01-01,0
Congo,2020 Verano,2020-01-01,0
Congo (Brazzaville),1964 Verano,1964-01-01,0
Congo (Brazzaville),1972 Verano,1972-01-01,0
Congo (Brazzaville),1980 Verano,1980-01-01,0
Congo (Brazzaville),1984 Verano,1984-01-01,0
Congo (Brazzaville),1988 Verano,1988-01-01,0
Congo (Brazzaville),1992 Verano,1992-01-01,0
Congo (Brazzaville),1996 Verano,1996-01-01,0
Congo (Brazzaville),2000 Verano,2000-01-01,0
Congo (Brazzaville),2004 Verano,2004-01-01,0
Congo (Brazzaville),2008 Verano,2008-01-01,0
Congo (Brazzaville),2012 Verano,2012-01-01,0
Congo (Brazzaville),2016 Verano,2016-01-01,0
Congo (Kinshasa),1968 Verano,1968-01-01,0
Congo (Kinshasa),1984 Verano,1984-01-01,0
Congo (Kinshasa),1988 Verano,1988-01-01,0
Congo (Kinshasa),1992 Verano,1992-01-01,0
Congo (Kinshasa),1996 Verano,1996-01-01,0
Congo (Kinshasa),2000 Verano,2000-01-01,0
Congo (Kinshasa),2004 Verano,2004-01-01,0
Congo (Kinshasa),2008 Verano,2008-01-01,0
Congo (Kinshasa),2012 Verano,2012-01-01,0
Congo (Kinshasa),2016 Verano,2016-01-01,0
Cook Islands,1988 Verano,1988-01-01,0
Cook Islands,1992 Verano,1992-01-01,0
Cook Islands,1996 Verano,1996-01-01,0
Cook Islands,2000 Verano,2000-01-01,0
Cook Islands,2004 Verano,2004-01-01,0
Cook Islands,2008 Verano,2008-01-01,0
Cook Islands,2012 Verano,2012-01-01,0
Cook Islands,2016 Verano,2016-01-01,0
Cornwall,1908 Verano,1908-01-01,0
Costa Rica,1936 Verano,1936-01-01,0
Costa Rica,1964 Verano,1964-01-01,0
Costa Rica,1968 Verano,1968-01-01,0
Costa Rica,1972 Verano,1972-01-01,0
Costa Rica,1976 Verano,1976-01-01,0
Costa Rica,1980 Invierno,1980-01-01,0
Costa Rica,1980 Verano,1980-01-01,0
Costa Rica,1984 Invierno,1984-01-01,0
Costa Rica,1984 Verano,1984-01-01,0
Costa Rica,1988 Invierno,1988-01-01,0
Costa Rica,1988 Verano,1988-01-01,0
Costa Rica,1992 Invierno,1992-01-01,0
Costa Rica,1992 Verano,1992-01-01,0
Costa Rica,1996 Verano,1996-01-01,1
Costa Rica,2000 Verano,2000-01-01,0
Costa Rica,2002 Invierno,2002-01-01,0
Costa Rica,2004 Verano,2004-01-01,0
Costa Rica,2006 Invierno,2006-01-01,0
Costa Rica,2008 Verano,2008-01-01,0
